,Unnamed: 0,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,Title,Description
11,1,AAPL,2015-05-28,131.78,131.95,131.1,131.86,30733309,121.4383538301,121.5950128084,120.8117179172,121.5120757022,30733309,0.0,1.0,China to become Apple's biggest market in 2 years: Analyst,"Apple's success story in China is just beginning. In fact, analysts say that Wall Street underappreciates how much of a driver that market is for the tech giant's stock. UBS analyst Steven Mil"
12,1,AAPL,2015-05-28,131.78,131.95,131.1,131.86,30733309,121.4383538301,121.5950128084,120.8117179172,121.5120757022,30733309,0.0,1.0,Apple iPhone bug fix on the way,Apple is working to fix the bug that causes an iPhone to shut off.
13,2,AAPL,2015-05-29,130.28,131.45,129.9,131.23,50884452,120.0560687281,121.1342511077,119.7058898356,120.9315159594,50884452,0.0,1.0,Apple buys a maker of futuristic augmented-reality software,"Apple has bought a company that makes augmented-reality software, which adds information or images to real-world scenes when viewed through a special headset or even a smartphone camera. It's "
14,2,AAPL,2015-05-29,130.28,131.45,129.9,131.23,50884452,120.0560687281,121.1342511077,119.7058898356,120.9315159594,50884452,0.0,1.0,Apple has a fix for the widespread iPhone shutdown glitch,"Apple has released a workaround for an iOS bug allowing users to remotely crash iPhones, iPads and Apple Watches. The issue appears to be affecting the way Apple's operating system handles the dis"
15,2,AAPL,2015-05-29,130.28,131.45,129.9,131.23,50884452,120.0560687281,121.1342511077,119.7058898356,120.9315159594,50884452,0.0,1.0,Man fined $100 for using Apple Watch & driving: Report,Using your Apple Watch while driving? Watch out. A Montreal man was fined $120 Canadian (about U.S. $100) and received four demerit points after being pulled over by police for using his Apple W
16,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple lets companies fine-tune apps before watch debut: Bloomberg,"Apple has allowed some companies to test their apps on its yet-to-be-launched Apple Watch and adjust the tools to the watch's design, Bloomberg reported. Facebook, United Continental Holdings, B"
17,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Pro: I'll be getting my Apple Watch,"The big news headlines keep coming from Apple. Friday it was announced that the company would enter the Dow Jones Industrial Average in the place of telecom giant AT&T. Monday,s it's expected to f"
18,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,High stakes: What Apple must reveal at its watch event,"As Apple prepares to launch its first wearable device on Monday, the bar has never been higher for the company. Fans and investors are bracing for what they hope is the next game-changing Ap"
19,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,"Is Apple, world’s largest stock, ‘underowned’?","Jason Trennert, a top Wall Street strategist, makes the case that Apple is in fact ""underowned"" by the mutual fund and hedge fund community, a theory that may lift the stock to even greater heig"
20,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple will emerge as top smartwatch vendor in 2015,"Apple may be late to the game with its smartwatch, with a number of prominent industry players from Samsung to Xiaomi having already launched their wrist-worn devices, but tardiness won't hinder"
21,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,What could make or break the Apple Watch,"The Apple Watch is expected to make it big debut on Monday, and both Silicon Valley and Wall Street will be eyeing the much-hyped wearable for imperfections. Max Wolff, chief economist and tech "
22,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple: Gold's next big buyer?,"Apple may soon be a serious buyer of gold, according to estimates of how much yellow metal will be required for the 18-carat luxury version of the hotly anticipated Apple Watch. Each gold edi"
23,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,"Good news for the Dow, bad news for Apple?","Having missed out on Apple's meteoric gains for several years, investors in the Dow's ETF and various mutual funds may be cheering the news of the tech company's long-awaited inclusion in the famo"
24,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple to replace AT&T in the Dow Jones Industrial Average,"Tech giant Apple is joining the Dow Jones Industrial Average, replacing AT&T. The change is expected to take place after the market close on March 18. The change will be effective with the open"
25,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple gives credibility to the Dow: Analyst,"Apple moving to the Dow Jones industrial average will give the 30-company index more credibility, an analyst from BTIG said. ""The Dow is just not a big index fund anymore, so I think Apple is pr"
26,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,New Apple Watch details emerge ahead of event,"New details about the Apple Watch are being revealed just ahead of the company's event on Monday. According to a 9to5 Mac report, the device will have a longer battery life than expected. The"
27,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Apple boosts Dow's credibility: Analyst,BTIG analyst Walter Piecyk said Friday he believes the Dow Jones will be a more credible index with Apple.
28,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,"The week ahead: Apple Watch, Apple Watch, Apple Watch","CNBC's Mandy Drury looks ahead to what are likely to be next week's top business and financial stories. Apple introduces its watch on Monday. Also, a slew of economic data will be released, including "
29,5,AAPL,2015-06-03,130.12,130.94,129.9,130.66,30983542,119.9086249839,120.664274173,119.7058898356,120.4062476206,30983542,0.0,1.0,Dow's daily active weightings not what you think,"Yes, the news is out. Apple is joining the Dow Jones industrial average. Finally. And it's only because Visa is undergoing a stock split, allowing the index membership bosses to kick AT&T out to bring"
30,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,Swiss launch of Apple Watch hit by patent issue: TV,"Apple is not able to launch its new smartwatch in Switzerland until at least the end of this year beause of an intellectual property rights issue, Swiss broadcaster RTS reported on its website. "
31,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,Street betting on Apple dividend boost,"Apple has a ""quality"" problem—what to do with all its cash, TD Ameritrade chief strategist JJ Kinahan said on Monday. Investors are betting a chunk of it will be returned to them. In fact, Ki"
32,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,New Apple TV won't support 4K video: Report,"Apple is expected to release the next generation of its set-top box later this year without the addition of 4K technology, according to a report at BuzzFeed News. The ultra high-resolution capab"
33,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,"Kevin Spacey, Apple buy up .sucks","What do Kevin Spacey, Apple products, Bank of America Merrill Lynch, Justin's nut butter, and Yahoo all have in common? They are all newly registered "".sucks"" domains. The newly created "".suck"
34,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,Apple TV will not support 4K technology: Report,Next generation Apple TVs will have many new features but 4K technology won't be one of them.
35,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,What the Watch will mean for Apple,What will the Apple Watch mean for the company and the stock? Max Wolff of Manhattan Venture Partners discusses with Brian Sullivan.
36,6,AAPL,2015-06-04,129.36,130.58,128.91,129.58,38450118,119.2082671989,120.3325257485,118.7935816683,119.4110023472,38450118,0.0,1.0,And the best stock of the future is...,"Four companies will square off Monday night in the semifinals of the ""Fast Money Madness Challenge"" as traders go on the hunt for the best technology play. After numerous heated debates, the be"
37,7,AAPL,2015-06-05,128.65,129.69,128.36,129.5,35626800,118.5539855839,119.5123699213,118.2867437975,119.3372804751,35626800,0.0,1.0,Former JCP boss: This is key for the Apple Watch,"Although the Apple Watch has already received positive reviews, the company still needs to accomplish one feat for it to be as successful as its other products, Ron Johnson said Wednesday. ""Th"
38,7,AAPL,2015-06-05,128.65,129.69,128.36,129.5,35626800,118.5539855839,119.5123699213,118.2867437975,119.3372804751,35626800,0.0,1.0,Apple's Beats Music deals under US scrutiny: Bloomberg,"Apple's move to line up deals with record labels is under U.S. antitrust scrutiny as the iphone maker prepares to debut a new version of the Beats Music streaming service, Bloomberg reported, citi"
39,7,AAPL,2015-06-05,128.65,129.69,128.36,129.5,35626800,118.5539855839,119.5123699213,118.2867437975,119.3372804751,35626800,0.0,1.0,Sweet! Apple Watch just helped you jump the line,"Your plane landed two hours ago, you rented a car, and drove to your hotel. You've been traveling all day and you're tired. You pull into the hotel parking lot and you see a tour bus by the ent"
40,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Apple's fall could mean trouble for stocks: Trader,"Apple has suffered a blow in recent weeks, extending a drop sparked by quarterly earnings and doubts about the company's sales. And according to one trader, Apple's decline could mean trouble fo"
41,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,"Apple Music hooks 11 million trial members, App Store has record July","One month after unveiling its new streaming music service, Apple has locked in 11 million trial members, company executives tell USA TODAY. ""We're thrilled with the numbers so far,"" says Eddy Cu"
42,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Apple Music has 11 million trial subscribers,"Apple has signed up 11 million trial members for its new music streaming service, Apple Music, in the five weeks since its launch, the company confirmed. Eddy Cue, an Apple executive, revealed t"
43,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Apple weakness is a flashing buy sign: Investor,"No long-term fundamental problems have driven Apple's recent weakness—and investors have a cheap entry point to a company with strong momentum, one Apple investor contended Thursday. ""This is a buying"
44,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Time to dump Apple?,Shares of Apple declined this week to their lowest level since January on questions about the company's ability to keep outperforming and fears its growth in China could slow. Two leading invest
45,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Play Apple through these suppliers: Analyst,"Apple suppliers have been moving in tandem with Apple the past few days, and with Apple's recent rout, one analyst thinks now's the time to snap some of them up. Apple entered into correction t"
46,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,"Apple exec: China market a strength, not a drag","Contrary to what some analysts say, Apple's business in China is booming. That was the message from Eddy Cue, Apple's senior vice president of Internet software and services, in an interview Thu"
47,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,Top trades for the 2nd half: Apple hangs on,The FMHR traders reveal their final trades.
48,8,AAPL,2015-06-08,127.8,129.21,126.83,128.9,52674786,117.7706906928,119.0700386887,116.8768129934,118.7843664342,52674786,0.0,1.0,A huge part of Nasdaq risk comes from six stocks,"Apple's stock has seen a rough summer, dropping from 132 to 114 in just a couple of weeks. As its volatility has been increasing, the tech giant's effect on the broader Nasdaq 100 index is also growin"
49,10,AAPL,2015-06-10,128.88,129.34,127.85,127.92,39087250,118.7659359662,119.1898367308,117.8167668628,117.8812735009,39087250,0.0,1.0,Apple may blow past low expectations: Expert,"Expectations for Apple have fallen low enough that the tech giant could easily surprise Wall Street when it posts quarterly results later this month, one company watcher said Tuesday. ""The bar "
50,10,AAPL,2015-06-10,128.88,129.34,127.85,127.92,39087250,118.7659359662,119.1898367308,117.8167668628,117.8812735009,39087250,0.0,1.0,Microsoft aims to turn Windows into a mobile platform,"Microsoft is slated Tuesday to unveil a slew of new products centered on the recent rollout of Windows 10. After competitors Apple and Google introduced new products this fall, the technology blog"
51,11,AAPL,2015-06-11,128.59,130.18,128.475,129.18,35390887,118.4986941798,119.963916388,118.3927189887,119.0423929866,35390887,0.0,1.0,Apple’s latest hire fuels Apple digital license plate rumors,Apple's newest hire is sparking some rumors about what the tech giant is planning for the auto industry. Speculation has been building all year that the company is considering jumping into the
52,14,AAPL,2015-06-16,127.6,127.85,126.37,127.03,31494131,117.5863860125,117.8167668628,116.4529122288,117.0611176737,31494131,0.0,1.0,What happens to your $10 after paying for Apple Music,"You don't have to pay anything to try Apple's new streaming music service, since the company will offer a free three-month trial when it launches at the end of June. But if you stick around afte"
53,14,AAPL,2015-06-16,127.6,127.85,126.37,127.03,31494131,117.5863860125,117.8167668628,116.4529122288,117.0611176737,31494131,0.0,1.0,Apple News service to hire team of journalists,"Apple is hiring a team of journalists to run its Apple News service, part of a broader push by the company to personalize the content it selects and delivers to users of its devices. The Apple"
54,14,AAPL,2015-06-16,127.6,127.85,126.37,127.03,31494131,117.5863860125,117.8167668628,116.4529122288,117.0611176737,31494131,0.0,1.0,Is Apple succumbing to the curse of the Dow?,"It's been roughly three months since Apple replaced AT&T in the Dow Jones Industrial average, and during that time period, the stock and index have remained relatively flat. Meanwhile, AT&T shar"
55,15,AAPL,2015-06-17,127.3,127.88,126.74,127.72,32918071,117.3099289921,117.8444125649,116.7938758873,117.6969688207,32918071,0.0,1.0,Cramer: Big moves ahead for Apple & Salesforce,"Since stocks seem to have been hijacked by Greece lately, Jim Cramer wondered how to get a read on some of his favorite tech stocks. The ""Mad Money"" host has focused heavily on Twitter this week,"
56,15,AAPL,2015-06-17,127.3,127.88,126.74,127.72,32918071,117.3099289921,117.8444125649,116.7938758873,117.6969688207,32918071,0.0,1.0,Apple faces $600k fine in Taiwan,"Apple is facing a more than $600,000 fine for allegedly anti-competitive practices in Taiwan."
57,15,AAPL,2015-06-17,127.3,127.88,126.74,127.72,32918071,117.3099289921,117.8444125649,116.7938758873,117.6969688207,32918071,0.0,1.0,"Amazon’s doing THIS in battle with Netflix, Apple","Amazon will ""double down"" on its investment in original programs for its video-streaming service, its European head of video told CNBC, amid fierce competition from the likes of Netflix. E-comm"
58,16,AAPL,2015-06-18,127.88,128.31,127.22,127.23,35407220,117.8444125649,118.2406676274,117.23620712,117.245422354,35407220,0.0,1.0,Apple mines big profits from Watch band,"Nearly 20 percent of Apple Watch buyers are not only shelling out hundreds of dollars for the timepiece but are springing for a spare band too, giving the tech giant a profitable second dip into c"
59,16,AAPL,2015-06-18,127.88,128.31,127.22,127.23,35407220,117.8444125649,118.2406676274,117.23620712,117.245422354,35407220,0.0,1.0,Apple Watch 2 will have video camera: Report,"Two months after the Apple Watch's release, some possible new features for the next generation model may have leaked. Multiple sources ""familiar with Apple's plans"" revealed to 9to5Mac that the "
60,16,AAPL,2015-06-18,127.88,128.31,127.22,127.23,35407220,117.8444125649,118.2406676274,117.23620712,117.245422354,35407220,0.0,1.0,Fitbit vs. Apple Watch: Room for both?,"Apple Watch has been dominating the headlines, with the watch finally appearing in retail stores after a two-month wait. However, amid the press around Apple¹s latest offering, Fitbit increased"
61,16,AAPL,2015-06-18,127.88,128.31,127.22,127.23,35407220,117.8444125649,118.2406676274,117.23620712,117.245422354,35407220,0.0,1.0,Fibit's future: Can it compete with Apple and Google?,"Wearable device maker Fitbit, the NYSE's newest member, faces some serious challenges from some big names, analysts told CNBC on Thursday as the company went public. Fitbit has a big market shar"
62,17,AAPL,2015-06-19,126.6,127.82,126.4,127.71,54716887,116.6648626111,117.7891211608,116.4805579309,117.6877535866,54716887,0.0,1.0,Why Apple rumors could hurt Watch sales: Analyst,"New rumors about a second generation Apple Watch could lead to slower sales of the first version of the high-end wearable device, according to one analyst. Apple Watch sales have already slowed "
63,17,AAPL,2015-06-19,126.6,127.82,126.4,127.71,54716887,116.6648626111,117.7891211608,116.4805579309,117.6877535866,54716887,0.0,1.0,Expectations for the second Apple Watch,"Rumor already has it that the new Apple Watch will have a FaceTime camera and more, but the same battery life as the first version."
64,17,AAPL,2015-06-19,126.6,127.82,126.4,127.71,54716887,116.6648626111,117.7891211608,116.4805579309,117.6877535866,54716887,0.0,1.0,Taylor swift shakes off Apple music,"Taylor Swift's 1989, the bestselling LP of 2014, won't be available on Apple Music. CNBC's Julia Boorstin, reports."
65,17,AAPL,2015-06-19,126.6,127.82,126.4,127.71,54716887,116.6648626111,117.7891211608,116.4805579309,117.6877535866,54716887,0.0,1.0,FaceTime on 2nd generation Apple Watch?,"Re/code senior editor Dawn Chmielewski and Walter Isaacson, The Aspen Institute CEO, discuss what features the second generation iPhone Watch may have."
66,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Billy Corgan explains Apple's mistake with music,"Apple's decision to reverse its policy on paying artists during Apple Music's three-month trial period shows the company is only aware of the needs of top-tier artists, and that is a mistake, sa"
67,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Apple did right thing: Motley Crue's Nikki Sixx,"Apple's decision to pay musician royalties for its new streaming service was the right thing to do, Motley Crue bassist Nikki Sixx said Monday. The tech giant initially wasn't planning to compe"
68,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Taylor Swift criticizes Apple’s streaming music service,"Taylor Swift spoke out last year about the economics behind Spotify. Now, she has taken aim at Apple over its decision not to pay musicians during a trial period for its new music service. In "
69,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Apple U-turns after Taylor Swift slams music policy,"Apple has made a U-turn over artist royalties for its new music streaming service, after pop megastar Taylor Swift said she was holding back her ""1989"" album. In an open letter, Swift said she w"
70,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,"Apple will pay Taylor Swift for free streams, after all","Taylor Swift isn't just the biggest pop star in the world. She's also the world's most effective Apple lobbyist. This morning, Swift wrote an open letter to Apple – on Tumblr – complaining about"
71,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Cramer: Surprising that Apple changed its mind,"CNBC's Jim Cramer said Monday it was unusual for a company like Apple to change one of its policies at the behest of an artist. ""You've got to hand it to them that they changed their mind,"" he "
72,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Analyst: Why Apple needed to appease Taylor Swift,"Apple's last-minute decision to dole out streaming music royalties shows the tech giant realized it needed to ""open up the wallet"" for the venture to survive and compete, one technology analyst "
73,18,AAPL,2015-06-22,127.61,128.06,127.08,127.49,34039345,117.5956012465,118.0102867771,117.1071938438,117.4850184383,34039345,0.0,1.0,Apple changes its tune,"CNBC's Josh Lipton reports the latest movies from Apple and their decisions with their streaming music service, Apple Music."
74,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,Bob Pittman: Apple handled streaming situation well,"While they should have made sure artists were getting paid in the first place, Apple handled Taylor Swift's calling out ""extremely well,"" iHeartMedia CEO Bob Pittman said Tuesday. ""Nobody gets i"
75,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,The lesson in Swift vs. Apple? Millennials rule,"If today's labor movement wants to find a way to be more relevant, it might think about shaking it up on social media. Because when it comes to standing up to big corporations for the rights of wo"
76,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,Apple set to break out?,Apple shares have stayed mighty quiet over the past few months. Is a breakout ahead? Rich Ross and Stacey Gilbert discuss with Brian Sullivan.
77,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,These financial firms are the rotten apples in the bunch,"The Financial Industry Regulatory Authority consistently takes disciplinary action against firms and individuals for violations of federal securities laws, rules and regulations. In 2014, Finra "
78,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,"Google Music starts free service to rival Pandora, Spotify","With Apple Music preparing to launch its subscription service next week and Taylor Swift criticizing its royalty payment plans, forcing that tech giant to change course, it's a busy time for the"
79,19,AAPL,2015-06-23,127.03,127.61,126.8792,127.48,30268863,117.0611176737,117.5956012465,116.9221519448,117.4758032043,30268863,0.0,1.0,Are celebrities the new activist investors?,"Celebrities are taking cues from activist investors on Wall Street and penning letters to summon change. Take Taylor Swift. The pop culture icon, following the strategies of Apple activist Ca"
80,20,AAPL,2015-06-24,128.11,129.8,127.12,127.21,55280855,118.0563629472,119.6137374955,117.1440547798,117.226991886,55280855,0.0,1.0,"If history is set to repeat, then buy Apple now","Apple shares have remained relatively quiet over the past four months, trading in a 10 percent range from low to high. By comparison, Apple shares traded in a 25 percent range in the four month"
81,20,AAPL,2015-06-24,128.11,129.8,127.12,127.21,55280855,118.0563629472,119.6137374955,117.1440547798,117.226991886,55280855,0.0,1.0,Apple's next catalyst,"Gene Munster, Piper Jaffray, joins the Fast Money traders to dissect the day's major business news and Apple inching higher."
82,21,AAPL,2015-06-25,127.5,129.2,127.5,128.86,31938100,117.4942336724,119.0608234547,117.4942336724,118.7475054982,31938100,0.0,1.0,Taylor Swift decides to put '1989' album on Apple Music after fee spat,"Taylor Swift has decided to put her latest album, ""1989,"" on Apple Music after a well-publicized fee dispute with the company. (Tweet this.) ""After the events of this week, I've decided to put "
83,22,AAPL,2015-06-26,126.75,127.99,126.51,127.67,44066841,116.8030911213,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0,Singapore greets Apple Watch with a shrug,"In tech-savvy Singapore, new Apple products typically trigger snaking lines spanning multiple blocks, but the Apple Watch got short shrift. When stores on the city's Orchard shopping district open"
84,22,AAPL,2015-06-26,126.75,127.99,126.51,127.67,44066841,116.8030911213,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0,Apple pulls Civil War games from its App Store,"Days after Wal-Mart, Amazon, Target, and other retailers announced they would no longer sell products featuring the Confederate battle flag, Apple has removed games featuring Confederate symbols"
85,22,AAPL,2015-06-26,126.75,127.99,126.51,127.67,44066841,116.8030911213,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0,Is interest in the Apple Watch dissipating?,"Since the recent launch of Apple Watch, investors have been eagerly watching consumers' reaction to the new wearable. For the most lucrative of buyers, interest may be waning. According to a new"
86,22,AAPL,2015-06-26,126.75,127.99,126.51,127.67,44066841,116.8030911213,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0,The biggest threat to Swiss watchmakers (It's not Apple),"Pascal Koenig, founder and managing partner at Smartwatch Group, says Samsung, instead of Apple, is the strongest competitor of Swiss watchmakers."
87,22,AAPL,2015-06-26,126.75,127.99,126.51,127.67,44066841,116.8030911213,117.945780139,116.581925505,117.6508926506,44066841,0.0,1.0,Singapore loses its taste for Apple,"The Apple Watch comes to Singapore today, but is met with only tepid interest."
